ID,Name,Price_HUF,Registration_date,Age,Kilometers,Fuel_type,Performance_HP,Performance_kW,Cylinder_capacity_cm3,Transmission,Condition,Color,Nr_pictures,Link
244,FORD FOCUS 1.6 Ti-VCT Champions,2289000,2011,9,150900,Benzin,105,77,1596,Manuális,Normál,Fehér,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_champions-16274081
245,FORD FOCUS 1.6 Ti-VCT Trend,2269000,2011,9,155128,Benzin,105,77,1596,Manuális,Kitűnő,Ezüst (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend-16169313
246,FORD FOCUS 1.0 GTDi EcoBoost Champions,2250000,2012,7.833000000000084,117000,Benzin,125,92,999,Manuális,Kitűnő,Sötétszürke (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_gtdi_ecoboost_champions-16117025
247,FORD FOCUS 1.6 Ti-VCT Trend,2250000,2011,9.25,112500,Benzin,105,77,1596,Manuális,Kitűnő,null,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend-16264028
248,FORD FOCUS 1.0 EcoBoost Trend,2250000,2013,7.5,149000,Benzin,125,92,999,Manuális,Kitűnő,null,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_trend-16265304
249,FORD FOCUS 1.6 Ti-VCT Champions ÜLTETETT.FRISSEN SZERVIZELT,2199999,2011,9.583000000000084,128040,Benzin,125,92,1596,Manuális,Megkímélt,Fehér,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_champions_ultetett_frissen_szervizelt-16100016
250,FORD FOCUS 1.6 Ti-VCT Trend Plus,2199000,2011,9.5,149000,Benzin,125,92,1596,Manuális,Normál,Fehér,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_plus-16297472
251,FORD FOCUS 1.6 SCTI Ecoboost Titanium Aktív Park Asszisztens. Tempomat. Navigáció. Fűthető elektromos ülés,2190000,2011,9.333000000000084,152300,Benzin,150,110,1597,Manuális,Újszerű,Ezüst (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_scti_ecoboost_titanium_aktiv_park_asszisztens_tempomat_navigacio_futheto_elektromos_ules-16191825
252,FORD FOCUS 1.6 SCTI Ecoboost Trend,2190000,2011,9.416000000000167,143000,Benzin,150,110,1597,Manuális,Normál,Fekete,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_scti_ecoboost_trend-16292484
253,FORD FOCUS 1.6 TDCi Titanium,2190000,2011,9.416000000000167,166000,Dízel,116,85,1560,Manuális,Megkímélt,Fekete (metál),5,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_titanium-16296930
254,FORD FOCUS 1.6 Ti-VCT Trend Plus EURO5!ISOFIX!TEMPOMAT!,2189000,2011,9.333000000000084,183000,Benzin,105,77,1596,Manuális,Megkímélt,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_plus_euro5isofixtempomat-16300758
255,FORD FOCUS 1.0 EcoBoost Trend,2150000,2013,7.75,106000,Benzin,101,74,999,Manuális,Megkímélt,null,5,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_trend-16198938
256,FORD FOCUS 1.6 Ti-VCT Trend 160463 Km.Sérülésmentes!,2149000,2011,9.583000000000084,160463,Benzin,105,77,1596,Manuális,Megkímélt,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_160463_km_serulesmentes-16264628
257,FORD FOCUS 1.6 Ti-VCT Trend Első tulajdonos. 155.000 Km vezetett szerzivkönyv,2147000,2011,8.833000000000084,155000,Benzin,105,77,1596,Manuális,Megkímélt,Kék,8,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_elso_tulajdonos_155_000_km_vezetett_szerzivkonyv-16312624
258,FORD FOCUS 1.6 TDCi Trend Plus GARANCIÁVAL,2099000,2013,7.416000000000167,262080,Dízel,95,70,1560,Manuális,Újszerű,Bíborvörös,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_plus_garanciaval-15927716
259,FORD FOCUS 1.6 TDCi Trend Plus DIGIT KLÍMA. FRISS MŰSZAKI. 6 SEBESSÉG. MAGÁNSZ,2099000,2011,9.166000000000167,139120,Dízel,116,85,1560,Manuális,Normál,Szürke,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_plus_digit_klima_friss_muszaki_6_sebesseg_magansz-16274772
260,FORD FOCUS 1.6 TDCi Trend Plus,2090000,2011,9.333000000000084,135000,Dízel,95,70,1560,Manuális,Normál,Szürke (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_plus-16074537
261,FORD FOCUS 1.6 TDCi Titanium,2050000,2012,8.5,193000,Dízel,116,85,1560,Manuális,Kitűnő,Fehér,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_titanium-16184828
262,FORD FOCUS 1.4 Ambiente klíma. 1 év vagy 30 000 km GARANCIA!,2049000,2010,10.583000000000084,83900,Benzin,80,59,1388,Manuális,Kitűnő,Sötétszürke (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_4_ambiente_klima_1_ev_vagy_30_000_km_garancia-16244137
263,FORD FOCUS 1.6 TDCi Trend MO-i,1999000,2011,8.833000000000084,198446,Dízel,95,70,1560,Manuális,Kitűnő,Szürke (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_mo-i-15521067
264,FORD FOCUS 1.6 TDCi Trend,1999000,2014,6.333000000000084,190600,Dízel,95,70,1560,Manuális,Kitűnő,null,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend-15919873
265,FORD FOCUS 1.0 GTDi EcoBoost Technology 121.000KM MULTIKORMANY KLIMA BLUETOOTH,1999000,2012,7.833000000000084,121000,Benzin,101,74,999,Manuális,Normál,Sötétkék (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_gtdi_ecoboost_technology_121_000km_multikormany_klima_bluetooth-16194110
266,FORD FOCUS 1.6 TDCi Trend,1990000,2011,9.5,132303,Dízel,116,85,1560,Manuális,Megkímélt,Szürke (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend-15878698
267,FORD FOCUS ECOSPORT,1910000,2010,10.75,91370,Dízel,90,66,1600,Manuális,Újszerű,Szürke,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_ecosport-15975465
268,FORD FOCUS 1.6 TDCi ECOnetic II,1950000,2011,8.833000000000084,259466,Dízel,109,80,1560,Manuális,Kitűnő,Piros (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_econetic_ii-16094717
269,FORD FOCUS 1.6 TDCi Champions ALACSONY FOGYASZTÁS-JÓ ÁLLAPOT-TEMPOMAT-MULTIKORMÁNY-LEINFORMÁLHATÓ-VALÓS KM!,1950000,2012,8.166000000000167,165750,Dízel,95,70,1560,Manuális,Megkímélt,Ezüst (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_champions_alacsony_fogyasztas-jo_allapot-tempomat-multikormany-leinformalhato-valos_km-16207841
270,FORD FOCUS 1.6 TDCi Trend Magyarországi. frissen szervizelt,1949000,2014,6.583000000000084,163489,Dízel,95,70,1560,Manuális,Kitűnő,null,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_magyarorszagi_frissen_szervizelt-16177774
271,FORD FOCUS 1.6 Fresh DIGIT KLÍMA-159e KM,1899000,2011,9.25,159734,Benzin,101,74,1596,Manuális,Normál,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_digit_klima-159e_km-16120226
272,FORD FOCUS 1.6 Titanium SZERVIZKÖNYV,1899000,2010,9.916000000000167,148000,Benzin,101,74,1596,Manuális,Megkímélt,Fehér,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_titanium_szervizkonyv-16250828
273,FORD FOCUS 1.6 TDCi Trend Plus,1899000,2013,7.416000000000167,271224,Dízel,116,85,1560,Manuális,Megkímélt,Világosszürke (metál),11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_plus-16289878
274,FORD FOCUS 1.6 Fresh Magyarországi !!!,1899000,2011,9.416000000000167,186000,Benzin,101,74,1596,Manuális,Megkímélt,Kék,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_magyarorszagi-16299545
275,FORD FOCUS 1.6 Fresh EURO5 130.841 KM. ELSŐ TULAJOS !,1899000,2011,9.416000000000167,130841,Benzin,101,74,1596,Manuális,Kitűnő,null,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_euro5_130_841_km_elso_tulajos-16302109
276,FORD FOCUS 1.6 Fresh EURO5 SZ-KÖNYV!TEMPOMAT!,1895000,2011,9.166000000000167,138215,Benzin,101,74,1596,Manuális,Megkímélt,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_euro5_sz-konyvtempomat-16275319
277,FORD FOCUS 1.6 TDCi Trend,1890000,2013,7.5,281467,Dízel,95,70,1560,Manuális,Megkímélt,Sötétkék,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend-15653308
278,FORD FOCUS 1.6 TDCi Technology újszerű állapot,1890000,2014,6.75,237800,Dízel,95,70,1560,Manuális,Kitűnő,Ezüst (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_technology_ujszeru_allapot-16099447
279,FORD FOCUS 1.0 GTDi EcoBoost Trend,1890000,2012,7.833000000000084,174900,Benzin,101,74,999,Manuális,Normál,Sötétkék,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_gtdi_ecoboost_trend-16225475
280,FORD FOCUS 1.6 Ti-VCT Ghia 124e Km - Tempomat - ülésfűtés - digit klíma,1887000,2010,10.166000000000167,124000,Benzin,116,85,1596,Manuális,Normál,Fekete (metál),9,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_ghia_124e_km_-_tempomat_-_ulesfutes_-_digit_klima-16215951
281,FORD FOCUS 1.6 FRESH M.O. 145 000 km,1877000,2011,9.166000000000167,145353,Benzin,101,74,1596,Automata,Normál,Fekete (metál),10,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_m_o_145_000_km-16213681
282,FORD FOCUS 1.6 Fresh EURO5 KLÍMA-TEMPOMAT-KITŰNŐ ÁLLAPOT!,1849000,2011,9.416000000000167,145680,Benzin,101,74,1596,Manuális,Kitűnő,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_euro5_klima-tempomat-kituno_allapot-16294919
283,FORD FOCUS 2.0 TDCi Ghia DPF SMENTES-SZKÖNYV-172000 KM-NAPFÉNYTETŐ!,1799000,2010,10.583000000000084,172000,Dízel,136,100,1997,Manuális,Sérülésmentes,Kék (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_2_0_tdci_ghia_dpf_smentes-szkonyv-172000_km-napfenyteto-15542882
284,FORD FOCUS 1.6 TDCi Fresh DPF EURO5 171000 KM,1799000,2012,8.083000000000084,171000,Dízel,109,80,1560,Manuális,Kitűnő,Kék (metál),10,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_fresh_dpf_euro5_171000_km-16116803
285,FORD FOCUS 1.6 TDCi Titanium,1799000,2012,8.666000000000167,235500,Dízel,95,70,1560,Manuális,Kitűnő,null,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_titanium-16207028
286,FORD FOCUS 1.6 Fresh ABS+KLÍMA !!!,1799000,2010,10,135000,Benzin,101,74,1596,Manuális,Megkímélt,Fekete (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_abs_plusz_klima-16276417
287,FORD FOCUS 1.6 Fresh EURO5 Megkímélt állapot.szervízkönyv.2 kulcs,1780000,2010,10.583000000000084,151000,Benzin,101,74,1596,Manuális,Kitűnő,Ezüst (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_euro5_megkimelt_allapot_szervizkonyv_2_kulcs-15940400
288,FORD FOCUS 1.6 TDCi Titanium,1780000,2012,8.416000000000167,163180,Dízel,116,85,1560,Manuális,Megkímélt,Szürke,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_titanium-16310696
289,FORD FOCUS 1.6 Fresh Friss Műszaki!,1750000,2010,10.666000000000167,194000,Benzin,101,74,1596,Manuális,Normál,Világoskék (metál),11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_friss_muszaki-16290364
290,FORD FOCUS 1.6 Fresh EURO5 NAGYON SZÉP ÁLLAPOTÚ 2DB KULCS,1749000,2011,9.5,140000,Benzin,101,74,1596,Manuális,Kitűnő,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_euro5_nagyon_szep_allapotu_2db_kulcs-16235844
291,FORD FOCUS 1.6 TDCi Fresh DPF,1725000,2011,9.5,197000,Dízel,116,85,1598,Manuális,Megkímélt,Ezüst,5,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_fresh_dpf-16192510
292,FORD FOCUS 1.6 TDCi Trend Plus,1700000,2011,9.166000000000167,207500,Dízel,95,70,NA,Manuális,Megkímélt,null,3,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_plus-16195080
293,FORD FOCUS 1.0 EcoBoost '99g' Trend,1700000,2014,6.75,221000,Benzin,101,74,999,Manuális,Kitűnő,Fehér,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_99g_trend-16226291
294,FORD FOCUS 1.6 Fresh EURO5 174000KM!Alufelni ! digitklima!,1690000,2011,8.916000000000167,174000,Benzin,101,74,1596,Manuális,Kitűnő,Ezüst (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_euro5_174000kmalufelni_digitklima-15890405
295,FORD FOCUS 1.6 Fresh EURO5,1670000,2011,9.25,194000,Benzin,101,74,1596,Manuális,Normál,Ezüst (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_euro5-16276737
296,FORD FOCUS 1.6 TDCi Trend Plus,1649000,2012,7.833000000000084,265000,Dízel,95,70,1560,Manuális,Kitűnő,Fehér,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_plus-16097524
297,FORD FOCUS 1.6 TDCi Trend Mo,1630000,2012,8.25,192000,Dízel,95,70,1560,Manuális,Megkímélt,Fehér,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_mo-16264402
298,FORD FOCUS 1.6 Ghia,1600000,2010,10.166000000000167,213000,Benzin,101,74,1596,Manuális,Normál,Ezüst,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ghia-16255632
299,FORD FOCUS 1.6 TDCi Trend Mo-i.Szervizkönyves,1599000,2011,9.333000000000084,215000,Dízel,95,70,1560,Manuális,Megkímélt,Narancs (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_mo-i_szervizkonyves-16102096
300,FORD FOCUS 1.6 Fresh Első tulajtól,1599000,2010,9.916000000000167,116134,Benzin,101,74,1596,Manuális,Megkímélt,Fekete (metál),11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_elso_tulajtol-16192371
301,FORD FOCUS 1.0 EcoBoost '99g' Trend,1590000,2014,6.75,221331,Benzin,101,74,999,Manuális,Normál,Fehér,8,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_99g_trend-15890742
302,FORD FOCUS 1.6 TDCi Champions ülésfűtés. parkradar,1590000,2013,7.666000000000167,293000,Dízel,95,70,1560,Manuális,Normál,Bordó,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_champions_ulesfutes_parkradar-16121998
303,FORD FOCUS 1.6 TDCi Trend DIGITKLÍMA!,1590000,2011,9.083000000000084,155900,Dízel,116,85,1560,Manuális,Normál,Ezüst (metál),11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_digitklima-16258567
304,FORD FOCUS 1.6 Ambiente ALUFELNI!KLÍMA!ELSŐ TULAJ!SZERVÍZKÖNYV!START-STOP!,1589000,2010,10.75,187990,Benzin,101,74,1596,Manuális,Megkímélt,Fekete,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ambiente_alufelniklimaelso_tulajszervizkonyvstart-stop-15988497
305,FORD FOCUS 1.6 Fresh ALUFELNI!BŐR MULTIKORMÁNY!GYÁRI HIFI!ELSŐ TULAJDONOS!,1588000,2010,10,226125,Benzin,101,74,1596,Manuális,Megkímélt,Fehér,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_alufelnibor_multikormanygyari_hifielso_tulajdonos-16248117
306,FORD FOCUS 1.6 TDCi Trend Magyar,1549000,2014,6.583000000000084,242771,Dízel,116,85,1560,Manuális,Normál,Ezüst,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_magyar-16187672
307,FORD FOCUS 1.6 TDCi Fresh DPF MAGYAR ÜZEMBEHELYEZÉSŰ KEZDETTŐL FOGVA.Első tulajdonos!!!,1490000,2011,9.333000000000084,166510,Dízel,90,66,1560,Manuális,Megkímélt,Kék,11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_fresh_dpf_magyar_uzembehelyezesu_kezdettol_fogva_elso_tulajdonos-15978033
308,FORD FOCUS 1.6 TDCi Titanium DPF EURO5,1490000,2011,9.666000000000167,191381,Dízel,109,80,1560,Manuális,Normál,null,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_titanium_dpf_euro5-16136783
309,FORD FOCUS 1.6 Ambiente EDITION ! NAVI ! VEZ.SZ.KÖNYV !,1485000,2010,10.75,175000,Benzin,101,74,1596,Manuális,Megkímélt,null,10,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ambiente_edition_navi_vez_sz_konyv-16312513
310,FORD FOCUS 1.6 TDCi Ambiente,1450000,2010,10.75,172000,Dízel,90,66,1560,Manuális,Megkímélt,Szürke,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_ambiente-16267341
311,FORD FOCUS 1.8 TDCi Fresh DIGIT KLÍMA,1299000,2010,10.416000000000167,188765,Dízel,116,85,1753,Manuális,Normál,Fehér,11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_8_tdci_fresh_digit_klima-15712865
312,FORD FOCUS 1.4 Trend,1299000,2010,10.083000000000084,164258,Benzin,80,59,1388,Manuális,Normál,Fehér,10,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_4_trend-16176409
313,FORD FOCUS 1.6 TDCi Ambiente,1290000,2010,10.75,251500,Dízel,90,66,1560,Manuális,Normál,Szürke,4,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_ambiente-15872785
314,FORD FOCUS 1.6 TDCi Fresh,1290000,2010,9.916000000000167,205000,Dízel,90,66,1560,Manuális,Megkímélt,Fehér,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_fresh-15993481
315,FORD FOCUS 1.6 TDCi Champions,1280000,2011,9.25,391240,Dízel,116,85,1560,Manuális,Normál,null,9,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_champions-15785551
316,FORD FOCUS 1.6 Ambiente,1269000,2011,9.333000000000084,180000,Benzin,101,74,1596,Manuális,Normál,null,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ambiente-16163707
317,FORD FOCUS 1.6 Fresh EURO5,1100000,2011,9.666000000000167,233000,Benzin,101,74,1596,Manuális,Normál,null,6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_euro5-16285794
318,FORD FOCUS 1.6 TDCi Titanium,1249000,2012,8.75,390,Dízel,116,85,1560,Manuális,Normál,Sötétszürke,3,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_titanium-16225879
319,FORD FOCUS 1.6 TDCi Fresh DPF,1150000,2011,9.333000000000084,224388,Dízel,90,66,1560,Manuális,Megkímélt,Ezüst,10,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_fresh_dpf-16244446
320,FORD FOCUS 1.6 Fresh EURO5,1150000,2010,10.583000000000084,142000,Dízel,109,80,1596,Manuális,Kitűnő,Szürke,5,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_euro5-16303554
321,FORD FOCUS 1.6 TDCi Fresh,1099000,2010,10.416000000000167,309000,Dízel,90,66,1560,Manuális,Kitűnő,null,5,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_fresh-16292911
322,FORD FOCUS 1.6 TDCi Fresh,990000,2010,10.166000000000167,292000,Dízel,90,66,1560,Manuális,Normál,Fekete (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_fresh-16216428
323,FORD FOCUS 1.6 TDCi Fresh DPF,930000,2010,10.25,199000,Dízel,90,66,1560,Manuális,Normál,Fekete (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_fresh_dpf-16261259
324,FORD FOCUS 1.6 Fresh,880000,2011,9.75,373000,Benzin/Gáz,101,74,1596,Manuális,Normál,Fehér,5,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh-16284697
325,FORD FOCUS 1.0 EcoBoost Titanium GARANCIÁLIS MAGASAN FELSZERELT ÚJSZERŰ!,5490000,2020,0.75,6120,Benzin,125,92,999,Manuális,Újszerű,Piros,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_0_ecoboost_titanium_garancialis_magasan_felszerelt_ujszeru-16311647
326,FORD FOCUS 1.6 Ti-VCT Technology M.o.i vezetett szervízkönyv. Áfás ár! 3 év gyári garancia!,4190000,2018,2.6660000000001673,60191,Benzin,125,92,1596,Manuális,Normál,Fekete (metál),9,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_technology_m_o_i_vezetett_szervizkonyv_afas_ar_3_ev_gyari_garancia-15807882
327,FORD FOCUS 1.5 TDCI Trend MO-i.Egy tulajdonos.Ford-nál szervizelt.Áfá-s ár.Garanciális!,3990000,2018,1.8330000000000837,53651,Dízel,120,88,1499,Manuális,Megkímélt,Ezüst,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_trend_mo-i_egy_tulajdonos_ford-nal_szervizelt_afa-s_ar_garancialis-16300039
328,FORD FOCUS 1.6 Ti-VCT Titanium,3290000,2015,5.5,112000,Benzin,125,92,1596,Manuális,Kitűnő,Fekete,8,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_titanium-16219698
329,FORD FOCUS 1.5 TDCI Technology Mo-i!1.Tulaj!126.759Km!ÁFÁ-s!,2950000,2015,4.916000000000167,126759,Dízel,95,70,1499,Manuális,Újszerű,Szürke (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_technology_mo-i1_tulaj126_759kmafa-s-16256477
330,FORD FOCUS 1.5 TDCI Titanium 1 ÉV GARANCIA-KÖNYV-CARPLAY,2799999,2017,3.25,112000,Dízel,105,77,1499,Manuális,Normál,Fehér,11,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_titanium_1_ev_garancia-konyv-carplay-16191283
331,FORD FOCUS 1.5 TDCI Technology Powershift Kihagyhatatlan ajánlat!,2799000,2015,5.25,163079,Dízel,120,88,1499,Automata,Normál,Szürke,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_5_tdci_technology_powershift_kihagyhatatlan_ajanlat-15466733
332,FORD FOCUS 1.6 Ti-VCT Trend + 2 ÉV GARANCIA !!! 81 E Km !!! ÜLÉSFŰTÉS-TOLATÓRADAR,2790000,2012,8.666000000000167,80950,Benzin,125,92,1596,Manuális,Kitűnő,Ezüst (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_trend_plusz_2_ev_garancia_81_e_km_ulesfutes-tolatoradar-16195534
333,FORD FOCUS 1.6 TDCi Trend 99ekm/Mo-i/1tul/szkönyv/GARANCIA!,2899999,2014,6.75,98920,Dízel,95,70,1560,Manuális,Sérülésmentes,Barna (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_trend_99ekm_mo-i_1tul_szkonyv_garancia-16307995
334,FORD FOCUS 2.0 TDCi Titanium 163LE,2580000,2011,8.833000000000084,200500,Dízel,163,120,1997,Manuális,Megkímélt,Aranysárga (metál),5,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_2_0_tdci_titanium_163le-16254083
335,FORD FOCUS 1.6 Ti-VCT Technology NAVIGÁCIÓ. PARKOLÓ RADAR. HIBÁTLAN. GARANCIÁLIS,2499000,2013,7.75,129870,Benzin,125,92,1596,Manuális,Újszerű,Fehér (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_ti-vct_technology_navigacio_parkolo_radar_hibatlan_garancialis-16311356
336,FORD FOCUS 1.6 SCTI Ecoboost Trend Plus Karambolmentes! Végig vez.Szkönyv! Ökulcs! 126e km! Újszerű! Akciós ár!,2399999,2011,9.166000000000167,126000,Benzin,150,110,1597,Manuális,Újszerű,Fekete (metál),12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_scti_ecoboost_trend_plus_karambolmentes_vegig_vez_szkonyv_okulcs_126e_km_ujszeru_akcios_ar-16243759
337,FORD FOCUS 1.6 TDCi Champions Mo-i!1.Tulaj!ÁFÁ-s!,2390000,2013,7.166000000000167,127684,Dízel,95,70,1560,Manuális,Újszerű,Szürke (metál),6,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_tdci_champions_mo-i1_tulajafa-s-16256568
338,FORD FOCUS 1.6 Fresh EURO5 101 LÓERŐS-GARANTÁLT KM!,2290000,2011,9.416000000000167,134216,Benzin,101,74,1596,Manuális,Normál,null,12,https://www.hasznaltauto.hu/szemelyauto/ford/focus/ford_focus_1_6_fresh_euro5_101_loeros-garantalt_km-16276034
